Facility Name,Latitude,Longitude
Nachukut Primary Health Care Unit,4.9097,33.9649
Nadapal Primary Health Care Unit,4.4487,34.1845
Nagishot Primary Health Care Unit,4.2673,33.5663
Nakoringole Primary Health Care Unit,3.8630,33.4763
Nakwa Khor Komuge Primary Health Care Unit,5.0672,33.5535
Nakware Primary Health Care Unit,,
Naliel Primary Health Care Unit,4.8233,34.2201
Nalingaro Primary Health Care Unit,4.1604,33.6395
Nalingaro Primary Health Care Unit,4.7214,33.6211
Naminitoit Primary Health Care Unit,5.2012,33.5142
Namonichek Primary Health Care Unit,5.2795,33.3924
Namoroyang Primary Health Care Unit,4.6259,33.6568
Namorupus Primary Health Care Unit,5.4708,34.6470
Nanyangachor Primary Health Care Unit,5.4900,34.8100
Napep Primary Health Care Unit,4.3524,33.5492
Napotpot (Loburi) Primary Health Care Unit,4.6267,33.8991
Narus Dot Primary Health Care Centre,4.5048,34.1701
Nasigirate Primary Health Care Unit,4.9753,33.6991
Nathilani Primary Health Care Unit,4.3345,33.6791
Natinga Primary Health Care Unit,4.1961,33.9454
National Health Insurance Fund Primary Health Care Unit,4.4186,32.5447
New Cush Primary Health Care Unit,4.1059,33.8418
New Site Wodran Primary Health Care Centre,4.2504,34.0015
Ngaluma Primary Health Care Unit,3.9797,33.0067
Ngaluma Primary Health Care Unit,3.9799,33.0670
Ngatuba Primary Health Care Unit,4.2567,33.6992
Nimule Cdot Primary Health Care Centre,3.5850,32.0862
Nimule County Hospital,3.6003,32.0567
Normeca State Hospital,4.7250,33.5315
Npa Chukudum County Hospital,4.2561,33.4561
Nyaciga Jun. Offi. Military Academy (Njoma) Primary Health Care Centre,3.8404,32.2517
Nyidida Primary Health Care Unit,5.1020,32.4686
Nyong Primary Health Care Unit,4.4185,32.5447
Obbo Primary Health Care Centre,4.0446,32.4242
Offi _Kudo Primary Health Care Unit,4.5022,32.5838
Offi Longelwa Primary Health Care Unit,3.8404,32.2517
Offiriha Primary Health Care Unit,,
Offiriha Primary Health Care Unit,,
Offiriha Torit _Ikotos Primary Health Care Unit,4.2801,33.0697
Offiriha Torit Primary Health Care Unit,4.4217,32.6441
Ofiri Primary Health Care Unit,4.1397,33.0572
Ofirika Primary Health Care Unit,4.1995,32.1934
Ogire Primary Health Care Unit,4.3596,32.5513
Ogurung Primary Health Care Unit,4.3959,32.9032
Ohila Primary Health Care Unit,4.6547,32.4814
Ohila Primary Health Care Unit,4.6547,32.4814
Ohiri Primary Health Care Unit,4.7308,32.5104
Okorohore Primary Health Care Centre,4.1572,33.1696
Olianga Primary Health Care Unit,4.3416,32.9213
Olikwi Primary Health Care Unit,3.5709,32.0791
Omeo Primary Health Care Unit,4.2099,32.2477
Ongelet Primary Health Care Unit,4.6092,32.6768
Opari 1 Primary Health Care Centre,3.9234,32.0675
Oriaju Primary Health Care Unit,4.5717,32.7278
Orobe Primary Health Care Unit,3.8573,31.9584
Orphan Primary Health Care Unit,,
Osito Primary Health Care Unit,4.5542,32.4878
Otose Primary Health Care Unit,4.2742,32.3847
Owinykibul Primary Health Care Unit,3.8411,32.2657
Owinykibul Primary Health Care Unit,3.8411,32.2657
Pachidi Primary Health Care Unit,4.8057,32.4766
Pageri Primary Health Care Unit,3.8673,31.9572
Pajok Primary Health Care Centre,3.8597,32.4839
Palonganyi Primary Health Care Unit,4.1271,32.3166
Palotaka Primary Health Care Unit,4.0230,32.4720
Palwar Primary Health Care Unit,3.9175,32.5980
Panyakwawa Primary Health Care Centre,4.0825,32.1788
Pareri Primary Health Care Centre,3.8566,31.9605
Paringa Primary Health Care Unit,4.8478,33.5633
Patibi Primary Health Care Unit,3.8805,32.0191
Payira Primary Health Care Unit,4.8082,32.4756
Piobokoi Primary Health Care Unit,4.0850,33.7589
Pogee Primary Health Care Unit,3.7667,32.5188
Ramula Boma Primary Health Care Unit,4.0880,33.2458
Riwoto Primary Health Care Centre,4.8822,33.5058
Smc/Narus Primary Health Care Centre,4.5034,34.1618
Sudanese Gospel Mission Primary Health Care Centre,3.7988,31.9814
Taar Primary Health Care Unit,5.1055,32.4788
Tirangore Primary Health Care Unit,4.4904,32.7967
Torit State Hospital,4.4063,32.5760
Tseretenya Primary Health Care Unit,3.8317,33.2200
Tuhubak Primary Health Care Unit,4.4500,33.0160
Tulugi Primary Health Care Unit,4.3502,33.6252
ugwi/malnyang Primary Health Care Unit,5.0430,32.3914
Ukwanya Primary Health Care Unit,5.0068,32.3955
Umma Primary Health Care Unit,4.1743,33.0192
Ungebe Primary Health Care Unit,4.7628,32.4693
Ungebe Primary Health Care Unit,4.7628,32.4693
Upuo Primary Health Care Centre,4.7861,32.4322
Upuo Primary Health Care Unit,4.7868,32.4322
Wildlife Primary Health Care Unit,4.4186,32.5447
Winyol Wonga Primary Health Care Unit,3.9337,32.1885
Wipuboy Primary Health Care Unit,5.1090,32.4609
Wipuboy Primary Health Care Unit,5.1090,32.4609
Wokobu Primary Health Care Unit,5.1397,33.5160
Ajwarra Primary Health Care Unit,7.0143,33.0967
Akeer (Ascom) Primary Health Care Unit,7.8321,30.8948
Akobo County Hospital,7.7990,33.0102
Akuai-Deng Primary Health Care Unit,6.5635,31.5291
Alari Primary Health Care Unit,7.0172,34.0017
Alela Primary Health Care Unit,9.3783,31.3078
Amiel Primary Health Care Unit,7.6956,31.2766
Anyidi Primary Health Care Unit,6.1776,31.8129
Arek Primary Health Care Unit,6.2469,31.5506
Ascom Ayod Primary Health Care Centre,8.1354,31.4097
Atar Chuei Primary Health Care Unit,9.2921,31.4103
Atar Primary Health Care Unit,9.3385,31.4078
Ayod Primary Health Care Centre,8.1228,31.4136
Ayueldit Primary Health Care Unit,7.7244,31.3310
Baidit Primary Health Care Centre,6.4295,31.5626
Baping Primary Health Care Unit,7.0760,31.4284
Bei Primary Health Care Unit,8.2022,31.3745
Boma County Hospital,6.1787,34.3883
Bor State Hospital,6.2068,31.5569
Bor Town Primary Health Care Unit,6.1937,31.7701
Buong Primary Health Care Unit,8.1619,32.3803
Burmath Primary Health Care Unit,7.6410,33.0156
Canal (Ayod) Primary Health Care Unit,8.1321,31.3094
Canal (Pigi) Primary Health Care Unit,9.3629,31.5496
Chiban Primary Health Care Unit,7.6454,33.0666
Chotbora (Old Fang) Primary Health Care Unit,9.1181,30.9262
Churi Primary Health Care Centre,6.5700,34.6208
Cuei-Ker Primary Health Care Unit,6.0702,31.7943
Cuei-Magon Primary Health Care Unit,6.1768,31.7766
Daktek Primary Health Care Unit,7.0443,33.0976
Dhoreak Primary Health Care Unit,9.0346,30.7094
Dilule Primary Health Care Unit,7.8604,33.0028
Diror Primary Health Care Unit,8.1166,32.3313
Dok Lost Clinic Primary Health Care Unit,7.4825,31.5107
Dongchak Primary Health Care Unit,7.6813,31.4143
Dorok Primary Health Care Unit,7.7841,31.3016
Duk Lost Boy Primary Health Care Centre,7.4825,31.5107
Duk Padiet Primary Health Care Unit,7.7493,31.3957
Duk/Paborkoi Primary Health Care Centre,7.7260,31.4058
Fangak County Hospital,9.4091,31.1614
Gak Yuom Primary Health Care Unit,6.2588,31.5695
Gorwai /Kalel Primary Health Care Unit,8.1328,31.0768
Haat Primary Health Care Unit,8.5166,30.6325
Jalle Primary Health Care Centre,6.6718,31.7766
Jiech Primary Health Care Unit,8.3709,31.1367
Juaibor Primary Health Care Centre,9.4008,30.6698
Kapaat Primary Health Care Unit,6.2901,31.6808
Karam Primary Health Care Centre,8.2106,31.8232
Kasingor Primary Health Care Unit,5.7774,33.9732
Keew Primary Health Care Centre,9.2636,30.6354
Khorfulus Primary Health Care Centre,9.3136,31.5860
Kiir Primary Health Care Unit,7.2605,31.3588
Koatnyakoang Primary Health Care Unit,9.4419,31.0565
Kolapach Buom Primary Health Care Unit,9.3168,31.0728
Kol-Merek Primary Health Care Unit,6.6193,31.5143
Kolnyang Primary Health Care Centre,6.1371,31.7319
Konbeek Primary Health Care Unit,6.2695,31.6905
Kongor Primary Health Care Unit,7.1562,31.3553
Kony Primary Health Care Unit,7.7003,33.0319
Kuachdeng Primary Health Care Unit,7.9789,31.4409
Kuei (Bor) Primary Health Care Unit,6.7287,31.4298
Kuemduok Primary Health Care Unit,9.2100,30.9439
Kuernyang Primary Health Care Centre,9.3228,30.8869
Labarab Primary Health Care Unit,6.6611,33.9697
Langbaar Primary Health Care Unit,6.2344,31.5721
Lankien Primary Health Care Centre,8.5262,32.0614
Lual-Ajokbil Primary Health Care Unit,7.0580,31.3904
Lualdit Primary Health Care Unit,6.2364,31.6104
Maar Pifca Primary Health Care Unit,6.9022,31.3715
Mabior Primary Health Care Unit,7.2920,31.3886
Majok Primary Health Care Unit,8.4757,32.0586
Makolcuei Primary Health Care Unit,6.3786,31.6495
Makuac Primary Health Care Centre,6.2616,31.7308
Malakal Primary Health Care Unit,6.1758,34.4448
Malek (Kolnyang) Primary Health Care Unit,6.0690,31.6123
Malek Primary Health Care Unit,8.3928,30.9269
Malual Agor Baar Primary Health Care Centre,6.1254,31.5808
Malual Chat Primary Health Care Unit,6.1451,31.5759
Mandeng _Fangak Primary Health Care Unit,9.3890,30.8344
Manyiel Primary Health Care Unit,5.9751,31.6522
Mareng (Bor) Primary Health Care Unit,6.2028,31.7138
Mareng (Duk) Primary Health Care Centre,9.2533,31.7420
Mareng (Pigi) Primary Health Care Unit,7.6057,31.4512
Marial Primary Health Care Unit,6.8795,31.3788
Maror Primary Health Care Unit,6.2213,31.5630
Mathiang (Baidit) Primary Health Care Unit,6.5016,31.5597
Meer Primary Health Care Unit,7.7325,33.0222
Menime Primary Health Care Centre,8.6106,30.7195
Mian Primary Health Care Unit,6.2437,34.6872
Modit Primary Health Care Unit,7.9996,31.8773
Mogok Primary Health Care Unit,8.4024,31.3365
Motot Primary Health Care Unit,8.1632,32.0485
Msf-H Primary Health Care Unit,7.9079,31.8911
Nyadiu Primary Health Care Centre,8.7997,30.6691
Nyalo Ngoro Primary Health Care Centre,6.4567,34.4387
Nyat Primary Health Care Unit,6.2726,34.3910
Nyawit Outreach Primary Health Care Unit,7.7151,30.6393
Nyin Majok Primary Health Care Unit,5.8772,31.7478
Nyium Primary Health Care Unit,7.0356,34.0036
Oang Primary Health Care Centre,6.1680,34.4131
Obudi Primary Health Care Unit,7.0801,34.0167
Ojansbai Primary Health Care Unit,7.1546,34.1346
Okadi Primary Health Care Unit,6.0975,34.0284
Old Akobo Primary Health Care Unit,7.7912,33.0438
Old Fangak Hosp Primary Health Care Centre,9.0667,30.8801
Ottalo Primary Health Care Unit,7.0151,33.0856
Pagaak Primary Health Care Unit,7.9287,31.4970
Pageleng Primary Health Care Unit,7.6870,31.6881
Pager Primary Health Care Unit,7.1954,31.3852
Pagil Primary Health Care Unit,8.7109,31.2693
Pajiek Primary Health Care Unit,8.0463,31.3014
Pajut Kuirgai Primary Health Care Unit,7.7474,31.6880
Pakam Primary Health Care Unit,7.7393,31.3995
Palabaac Primary Health Care Unit,6.3150,31.6160
Paliau Primary Health Care Centre,6.9601,31.3784
Pamai Primary Health Care Unit,7.7926,31.8792
Pangborong Primary Health Care Unit,9.1306,31.4021
Pan-Lueth Primary Health Care Unit,6.3639,31.6034
Pan-Pandiar Primary Health Care Unit,6.0295,31.6259
Pan-Wel Primary Health Care Unit,5.9312,31.6991
Panyagor Primary Health Care Centre,7.2058,31.3988
Panyang Outreach Primary Health Care Unit,8.4363,31.3441
Pariak Primary Health Care Centre,5.9710,31.6607
Pathai Primary Health Care Unit,8.0711,31.8353
Patiou Primary Health Care Unit,6.7758,31.4085
Patuenoi Primary Health Care Unit,7.5160,31.4812
Payai Primary Health Care Unit,7.9875,31.9659
Payom Primary Health Care Unit,6.8532,31.3392
Pieri Primary Health Care Centre,8.0410,32.0316
Pochalla Primary Health Care Centre,7.1776,34.0873
Poktap Primary Health Care Centre,7.4546,31.4091
Pul Chuol Primary Health Care Centre,8.1105,31.9627
Pultruk Primary Health Care Centre,8.5948,31.9484
Raad Primary Health Care Unit,6.5946,34.7579
Tangnyang Primary Health Care Unit,8.1089,32.2909
Thkliel Primary Health Care Unit,7.8780,32.9983
Thokcok Primary Health Care Unit,9.1639,30.7596
Thokwath Primary Health Care Unit,7.9419,32.9966
Thotwat Primary Health Care Unit,8.1127,31.4036
Toch Primary Health Care Unit,8.9667,30.7077
Tong Primary Health Care Unit,6.3995,31.5685
Upper Boma Primary Health Care Centre,6.1769,34.4430
Waat Primary Health Care Centre,8.1850,32.1530
Walgak Primary Health Care Centre,8.1608,32.2387
Wan Machar Primary Health Care Centre,8.2320,30.5943
Wang Lel Primary Health Care Unit,9.1695,30.9044
Wangchoat Primary Health Care Unit,9.0995,30.8241
Wangulei Primary Health Care Unit,7.0848,31.3775
Wau Primary Health Care Unit,8.2531,31.3728
Wernyol Primary Health Care Centre,7.3285,31.4149
Wunangui Primary Health Care Unit,9.2919,31.3695
Wunbin Primary Health Care Unit,8.2806,31.3542
Yian Primary Health Care Unit,8.1018,31.1989
Yidit Primary Health Care Unit,8.2176,32.2664
Yomcllr Primary Health Care Unit,6.5405,31.5326
Yuai Primary Health Care Centre,7.9051,31.8911
Abeer Primary Health Care Unit,6.8724,29.5752
Abiei Ajok Primary Health Care Unit,6.7399,29.6635
Abiriu Primary Health Care Centre,6.9393,29.4239
Abuyung Primary Health Care Unit,6.3546,31.1279
Acigor Primary Health Care Unit,6.7112,30.4965
Adior Primary Health Care Centre,6.7806,30.7216
Adirdir Primary Health Care Unit,6.6781,29.8275
Adol Primary Health Care Centre,6.6272,29.9197
Agony Primary Health Care Unit,6.4366,30.0549
Akut Primary Health Care Centre,6.5536,30.0380
Aluak Luak Primary Health Care Centre,6.4682,30.1051
Amer Primary Health Care Unit,6.6316,29.7699
Amethduol Primary Health Care Unit,6.8922,29.5219
Amethic Primary Health Care Unit,6.6600,30.4851
Amok Primary Health Care Unit,7.5400,29.6400
Angongrial Primary Health Care Centre,6.8523,29.2255
Anuol Primary Health Care Centre,6.2581,30.3827
Aruau Primary Health Care Unit,6.6558,30.6286
Aruomnyiol Primary Health Care Unit,6.6105,30.5134
Atiaba Primary Health Care Unit,6.5739,29.9627
Atiriu Primary Health Care Unit,6.4570,30.0193
Awac Primary Health Care Unit,6.5205,29.8087
Awerial Primary Health Care Unit,6.1267,31.1724
Ayei Primary Health Care Unit,6.8818,29.6264
Barhget Primary Health Care Unit,7.0190,29.1550
Bellwau Primary Health Care Unit,6.7420,29.5032
Betoi Primary Health Care Unit,6.6378,30.6885
Bhar Gel Primary Health Care Unit,6.7208,29.1550
Biling Primary Health Care Unit,6.7419,30.6578
Billing County Hospital,6.3949,29.7932
Boraliop (Cbhc) Primary Health Care Centre,6.5955,29.8798
Bunagok Primary Health Care Centre,6.2135,30.9954
Chuei-Cok Primary Health Care Unit,6.8852,29.5434
Citcok Primary Health Care Unit,7.1949,29.2220
Colocok Primary Health Care Centre,6.7605,29.5421
Cuei Chok Primary Health Care Unit,6.7255,29.7455
Cueibet County Hospital,7.0131,29.2418
Cuelbalac Primary Health Care Unit,6.4538,29.7626
Deng Nhial Primary Health Care Unit,6.8240,29.6776
Dhiakuei Primary Health Care Unit,6.5741,29.8274
Dotecku Primary Health Care Unit,6.1346,29.4789
Duony Primary Health Care Unit,6.9682,29.3717
Geng Geng Primary Health Care Unit,6.4775,30.5939
Guba (Lila) Primary Health Care Unit,6.4671,29.5500
Gulmer Primary Health Care Unit,6.6467,29.5371
Health Link Site 2 _1 Primary Health Care Unit,6.1267,31.1724
Health Link site 2 _2 Primary Health Care Unit,6.2133,31.0025
Health Link Site 3 Primary Health Care Unit,6.2110,30.9961
IMC Site 1 _1 Primary Health Care Unit,6.0516,31.2869
IMC Site 1 _2 Primary Health Care Unit,6.2137,31.0147
IMC Site 2 _Awerial Primary Health Care Unit,6.0500,31.5152
IMC Site 2 _Paluk Primary Health Care Unit,6.1940,31.4716
Jarweng Primary Health Care Unit,6.1704,31.5601
Juit-Juit Primary Health Care Unit,6.9075,29.5862
Kalthok Primary Health Care Unit,5.8816,31.5721
Kap Primary Health Care Unit,6.7159,30.4464
Kawic Primary Health Care Unit,6.6065,30.4296
Kolcum Primary Health Care Unit,6.4743,29.8095
Kubur William Primary Health Care Unit,6.9107,29.4757
Kuel Kuech Primary Health Care Centre,6.5735,29.6385
Laam Primary Health Care Centre,6.3298,29.9146
Lang Matol Primary Health Care Unit,6.6411,30.9708
Langdit Primary Health Care Unit,7.0617,29.0907
Lekakedu Primary Health Care Unit,6.6772,30.5864
Mabaric Primary Health Care Unit,6.5048,29.8749
Mabor Duang Primary Health Care Unit,6.5180,29.8392
Mading/Thian Primary Health Care Unit,6.4560,31.1701
Madol Primary Health Care Unit,7.5600,29.7500
Mageng Primary Health Care Unit,6.3216,30.3224
Majakjier Primary Health Care Unit,6.5603,29.8499
Makembella Primary Health Care Unit,6.5889,29.5679
Makembelle Primary Health Care Centre,6.7273,29.6564
Makoor Primary Health Care Unit,6.6005,29.3100
Malek _Rumbek Primary Health Care Unit,7.2059,29.7199
Malek Primary Health Care Unit,6.7211,30.7963
Maleng Agola Primary Health Care Unit,6.7089,29.7631
Malou Medi. Corps Primary Health Care Unit,6.7076,29.6555
Malou Pec Primary Health Care Unit,7.1104,29.0295
Malou Primary Health Care Unit,6.4345,29.7596
Malteser Int. Primary Health Care Centre,6.8173,29.6662
Malual Bab Primary Health Care Centre,6.8002,29.6754
Maper Primary Health Care Unit,7.6478,29.6700
Mary Immaculate County Hospital,6.3847,30.0853
Mathiang Kok Primary Health Care Unit,6.6262,29.7469
Mathiang Primary Health Care Unit,6.8673,29.6393
Mayanthon Primary Health Care Unit,6.9715,29.2218
Mayath Primary Health Care Unit,6.9903,29.3288
Mingkaman Primary Health Care Unit,6.0500,31.5152
Muorkuec Primary Health Care Unit,6.6884,29.5022
Nuktamaga (Domotolo) Primary Health Care Unit,6.2466,29.6197
Nyang Koot Primary Health Care Unit,6.8704,29.6715
Nyang Primary Health Care Centre,6.7079,30.6055
Pabur Primary Health Care Unit,6.4326,30.5990
Pacong Primary Health Care Centre,6.6927,29.7891
Pagaraw Primary Health Care Unit,6.7407,30.4083
Palok Primary Health Care Unit,6.7672,30.1027
Panawach Primary Health Care Unit,6.6759,29.8136
Pandit Rumbek Primary Health Care Unit,6.5942,30.1504
Pankar Primary Health Care Unit,6.5777,30.4783
Panthou Primary Health Care Unit,7.2830,29.4801
Ping Path Primary Health Care Unit,6.2420,30.4219
Ramchiel Primary Health Care Unit,6.4383,30.9677
Rumbek Centre Prison Primary Health Care Centre,6.8074,29.6760
Rumbek Sec Sch Clini Primary Health Care Unit,6.8010,29.6869
Rumbek State Hospital,6.8102,29.6780
Shambe Primary Health Care Centre,7.1057,30.7738
SMC _Awerial Primary Health Care Centre,6.0554,31.5142
SMC _Puluk Primary Health Care Centre,6.2085,30.9994
St. Joseph County Hospital,6.5483,30.4949
Thonabutkok Primary Health Care Centre,6.6789,30.4159
Tiaptiap Primary Health Care Unit,7.3252,29.3242
Tilkuc Primary Health Care Centre,6.4313,29.9011
Tonjo Primary Health Care Unit,6.3322,29.7269
Warliet Primary Health Care Unit,6.4992,29.9720
Wokou Primary Health Care Unit,6.0938,29.7680
Wulu Primary Health Care Centre,6.5086,29.6272
Wun Rieng Primary Health Care Unit,7.6400,29.7000
Yirol County Hospital,6.5533,30.5017
Yoli Primary Health Care Unit,6.6576,30.4829
Abul Primary Health Care Unit,8.1086,26.6828
Achana Primary Health Care Unit,8.2644,26.3418
Adoor Primary Health Care Unit,9.4466,27.7499
Aguat Primary Health Care Unit,9.0742,27.0910
Ajak Wol Primary Health Care Unit,9.3292,27.1041
Akac Primary Health Care Unit,9.4769,27.4765
Akuak Malual Primary Health Care Unit,9.1173,26.6343
Akuakoc Primary Health Care Unit,9.1203,26.4539
Akuakrak Primary Health Care Unit,8.9480,26.3974
Akuangkar Primary Health Care Unit,8.8094,26.8502
Akuem County Hospital,8.9621,27.5007
Alok Primary Health Care Unit,8.4403,27.5271
Aluel Acot Primary Health Care Unit,9.0332,27.0283
Amar Jal Primary Health Care Unit,9.0555,27.6781
Amatnyang Primary Health Care Unit,9.1209,27.1433
Ameth Akok Primary Health Care Unit,9.1286,27.7692
Ameth Primary Health Care Unit,9.0856,27.8972
Amothic Primary Health Care Unit,8.8981,27.1663
Angol Primary Health Care Unit,9.1506,27.0552
Anyopjang Primary Health Care Unit,9.1316,26.9803
Ariath Primary Health Care Unit,9.1050,27.2224
Aroyo Primary Health Care Centre,8.6759,26.8572
Atuct Primary Health Care Unit,8.9939,27.7563
Aweil State Hospital,8.7681,27.3989
Awilic Primary Health Care Unit,8.8413,27.4248
Awoda Primary Health Care Centre,8.0686,26.8391
Ayai Primary Health Care Unit,8.5215,27.5669
Ayai Primary Health Care Unit,9.2096,26.8286
Baac Primary Health Care Unit,9.2050,27.5640
Bakon Primary Health Care Unit,9.4374,27.7168
Bakou Primary Health Care Unit,9.4374,27.7168
Barmayen Primary Health Care Unit,8.3637,27.6127
Bau Primary Health Care Unit,8.4325,27.7584
Chaleek Primary Health Care Unit,9.4047,27.1861
Chelcou Primary Health Care Centre,8.9663,26.8607
Cuomator Primary Health Care Unit,8.9973,27.5415
Gokmacer Primary Health Care Centre,9.2163,26.8658
Guangnou Primary Health Care Unit,8.9230,26.9152
Jaac Ppf Primary Health Care Unit,9.4746,27.1361
Jaac Primary Health Care Unit,9.4471,27.1451
Jorbioch Primary Health Care Unit,8.5812,26.2309
Jurbeech Primary Health Care Unit,9.1103,26.5571
Kajik Primary Health Care Unit,9.1669,27.1368
Kuom Primary Health Care Unit,8.7236,27.4015
Lieth Primary Health Care Unit,9.2473,27.7836
Lulic Primary Health Care Unit,8.5020,27.2521
Mabil Primary Health Care Centre,9.0026,27.5800
Mabior Angui Primary Health Care Unit,9.2922,27.2263
Mabior -Nyang Primary Health Care Unit,9.1732,27.1335
Mabok Tong Primary Health Care Unit,9.4797,27.7711
Mabok-Akot Primary Health Care Unit,8.8907,26.8964
Madhol Primary Health Care Unit,9.0387,27.7030
Maduany Primary Health Care Unit,8.8127,27.3564
Mager Primary Health Care Unit,8.8968,27.3457
Majakbai Primary Health Care Centre,9.1188,26.7956
Majok Yith Thiou Primary Health Care Unit,9.5147,27.2467
Majokaken Primary Health Care Unit,9.5925,27.5606
Majok-Dengdit Primary Health Care Unit,9.1028,27.0612
Maker Primary Health Care Unit,8.9136,27.3330
Makuac Akec Primary Health Care Unit,9.1439,27.3009
Makuei-Alel Primary Health Care Unit,9.1418,27.6214
Makuoc Primary Health Care Unit,9.0875,26.6297
Malek Alel 2 Primary Health Care Unit,8.5888,27.5943
Malek Bol Akon Primary Health Care Unit,9.3326,27.5285
Maleka Dera Primary Health Care Unit,9.0649,26.7842
Malekalel Primary Health Care Unit,8.5888,27.5943
Malual Baai Primary Health Care Centre,9.0593,27.7599
Malual Deng Aruom Primary Health Care Unit,9.3544,27.1956
Malual Dit Primary Health Care Unit,9.2498,27.3439
Malual Kuel Primary Health Care Unit,9.4285,27.3018
Malualkon Primary Health Care Centre,9.0136,27.6248
Mangar-Tong Primary Health Care Unit,9.0742,27.5486
Mangok Primary Health Care Unit,9.0426,27.3860
Manyiel Primary Health Care Unit,9.0847,26.5139
Manyiel Primary Health Care Unit,9.1463,26.8607
Maper Ngok Primary Health Care Unit,9.1348,27.0598
Marialbai Primary Health Care Centre,9.1026,26.8509
Marol Deng Geng Primary Health Care Unit,9.2467,27.0631
Matuic Primary Health Care Unit,9.1012,27.0209
Mayen Ulom Primary Health Care Unit,9.0371,27.2854
Mayom _Aweil Primary Health Care Unit,9.0947,26.7114
Mayom Adhel Primary Health Care Unit,9.1939,26.9549
Mutuic Primary Health Care Unit,9.1699,27.0358
Nyalath Primary Health Care Unit,8.7116,27.2852
Nyamlel New Life Ministry Primary Health Care Unit,9.1344,26.9878
Nyamlel Primary Health Care Centre,9.1385,26.9825
Nyanruet Primary Health Care Unit,8.8794,27.4806
Nyeth Primary Health Care Unit,8.4964,27.5436
Nyinbuli Safe Harbor Int. Relief Primary Health Care Centre,9.0216,26.5070
Nyinlel Primary Health Care Unit,8.8923,26.8805
Omduraman Primary Health Care Unit,9.2344,27.5120
Omora Primary Health Care Unit,8.4801,26.4993
Pamat Primary Health Care Unit,9.2142,27.0007
Panlang Primary Health Care Unit,9.0816,26.8475
Peth _North Primary Health Care Unit,9.0946,26.5418
Peth East Primary Health Care Unit,8.9645,27.7973
Rial Diit Primary Health Care Centre,9.1367,27.5110
Riangangon Primary Health Care Unit,9.1205,27.0719
Roingut Primary Health Care Unit,9.2003,26.9235
Rualngol Primary Health Care Unit,8.8686,27.3847
Rumading Primary Health Care Unit,9.2243,27.2933
Rumaker Primary Health Care Unit,9.1500,27.5900
Rumrol Primary Health Care Unit,9.2169,27.7062
Rumwel Primary Health Care Unit,9.0735,27.8509
Rumwet Kor Primary Health Care Unit,9.2814,27.5853
Rupaker Primary Health Care Unit,9.8538,27.5876
Ruptit Primary Health Care Unit,8.7643,27.2143
Tieraliet Primary Health Care Unit,8.7761,27.8893
Tit-Chok Primary Health Care Unit,8.8586,27.5391
Udhuom Primary Health Care Unit,8.8862,27.2530
Umora Primary Health Care Unit,8.4456,26.5717
Wanyjok Primary Health Care Unit,9.0650,27.4443
Warapei Primary Health Care Unit,9.4073,27.1463
Warawar Primary Health Care Unit,9.0168,27.6268
Warchuei Primary Health Care Unit,9.1760,26.7404
Wargeng Primary Health Care Unit,9.0221,27.3653
Wathmuok Primary Health Care Unit,8.6969,27.6813
Wathok Primary Health Care Unit,9.0308,27.2298
Wedweil Primary Health Care Unit,9.0005,27.1928
Wedwiel Moh Primary Health Care Centre,9.0067,27.1978
Wonyjok Primary Health Care Centre,9.0140,27.5683
Wuncum Primary Health Care Unit,8.6616,27.6772
Wungiir Primary Health Care Unit,9.1198,26.7560
Wutlang Primary Health Care Unit,9.0359,27.5128
Yargot Primary Health Care Unit,9.0081,27.4592
Abemnom Primary Health Care Unit,9.3637,28.8484
Abiemnom Primary Health Care Centre,9.3987,28.8234
Adokbak Primary Health Care Centre,8.1904,30.3086
Awar Piiny Primary Health Care Unit,9.4736,28.8883
Bentiu PoC 2 Primary Health Care Unit,9.2481,29.7896
Bentiu PoC Primary Health Care Unit,9.2560,29.7956
Bentiu State Hospital,9.2535,29.8030
Biel Bar Primary Health Care Unit,8.9790,29.7174
Biel Chir Primary Health Care Unit,9.0476,29.6894
Biel Primary Health Care Unit,9.1020,28.7972
Bil Primary Health Care Unit,9.3273,30.0425
Biu Primary Health Care Centre,9.6457,30.2975
Boaw Primary Health Care Centre,8.8438,29.7296
Buoth Kuerbona Primary Health Care Unit,8.9734,29.3778
Buoth Pakur Primary Health Care Unit,8.8076,29.6182
Care Bentiu Primary Health Care Centre,9.2560,29.7956
Care Rubkona Primary Health Care Centre,9.2902,29.7895
Chol Yiel Primary Health Care Unit,9.0706,29.9256
Chuk Primary Health Care Unit,7.4522,30.2813
Dab Lual Primary Health Care Unit,8.3188,30.0078
Dekom Primary Health Care Unit,7.3590,30.4566
Dhor Manyang Primary Health Care Unit,7.4030,30.3662
Dhor Thier Primary Health Care Unit,8.1260,29.9830
Dhornyien Primary Health Care Unit,8.3830,30.0341
Dindin Primary Health Care Unit,8.3059,30.2319
Duar Primary Health Care Unit,8.8558,29.9227
Gany Primary Health Care Unit,8.4774,29.9588
Garbeg Primary Health Care Unit,7.8011,30.1144
Gayanyliel Primary Health Care Centre,7.4050,30.4724
Guat Primary Health Care Unit,8.3834,30.1446
Guit Primary Health Care Centre,9.1583,29.9106
Haykur Primary Health Care Centre,7.4918,30.3123
Jaak Primary Health Care Unit,8.7456,30.0054
Jamjang Primary Health Care Unit,9.9279,30.2911
Jany Low Primary Health Care Unit,7.6873,30.2342
